id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
32134,pajac,"błazen, pajac",,,,,,,,
3447,paket,"pakunek, paczka",,,,,,,,
1063,Pakistan,Pakistan,,,,,,,,
22766,pakistansky,pakistański,,,,,,,,
5471,pakovati,pakować,,,,,,,,
1058,pala,kij,,,,,,,,
2830,palac,pałac,,,,,,,,
31750,palačinka,naleśnik,,,,,,,,
1842,palata,izba,,,,,,,,
1841,palatalizacija,palatalizacja,,,,,,,,
23305,palatka,namiot,,,,,,,,
35434,palèc,cal,,,,,,,,
2825,palestinsky,palestyński,,,,,,,,
2829,paliti,palić,,,,,,,,
14826,paliti,palić (np. papierosy),,,,,,,,
2826,palivo,paliwo,,,,,,,,
944,paljto,płaszcz,,,,,,,,
29827,palka,"pałka (broń), maczuga, kij",,,,,,,,
16040,palma,palma,,,,,,,,
36159,palmeta,palmeta,,,,,,,,
1961,pamęť,pamięć,,,,,,,,
1960,pamętati,pamiętać,,,,,,,,
4117,pamętnik,"monument, pomnik",,,,,,,,
10438,pamętny,"pamiętny, niezapomniany",,,,,,,,
35182,pamflet,pamflet,,,,,,,,
350,pan,pan,,,,,,,,
35932,panaceja,panaceum,,,,,,,,
22464,Panama,Panama,,,,,,,,
22465,panamsky,panamski,,,,,,,,
23261,pančoha,pończocha,,,,,,,,
29832,pancyŕ,"pancerz, skorupa",,,,,,,,
4501,pancyrovoz,wóz pancerny,,,,,,,,
36272,panda,panda,,,,,,,,
10444,panel orųdıj,pasek narzędzi (komp.),,,,,,,,
2359,pani,pani,,,,,,,,
20014,panika,panika,,,,,,,,
18197,paniker,"panikarz, panikant",,,,,,,,
35049,panorama,panorama,,,,,,,,
16996,panslavist,panslawista,,,,,,,,
16997,panslavističny,panslawistyczny,,,,,,,,
16998,panslavizm,panslawizm,,,,,,,,
23143,pantofle,"kapcie, papucie, pantofle (domowe)",,,,,,,,
1356,papa,papież,,,,,,,,
36067,papaja,papaja,,,,,,,,
506,papir,papier,,,,,,,,
35315,papirny,papierowy,,,,,,,,
32614,papirus,papirus,,,,,,,,
29838,papka,"plik, teczka",,,,,,,,
1075,papråť,paproć,,,,,,,,
35460,paprika,papryka,,,,,,,,
6109,Papua Nova Gvineja,Papua Nowa Gwinea,,,,,,,,
23144,papuče,"kapcie, papucie, pantofle (domowe)",,,,,,,,
4570,papugaj,papuga,,,,,,,,
2257,para,"para (czegoś), dwójka",,,,,,,,
4993,para,para (stan cieczy),,,,,,,,
18200,para prikladov,para przykładów,,,,,,,,
29842,parada,parada,,,,,,,,
16999,paradigm,paradygmat,,,,,,,,
29843,paradny kostjum,strój paradny,,,,,,,,
543,paradoks,paradoks,,,,,,,,
2377,paradoksaľny,paradoksalny,,,,,,,,
35421,parafija,parafia,,,,,,,,
15522,paragraf,"paragraf, akapit",,,,,,,,
22442,Paragvaj,Paragwaj,,,,,,,,
22443,paragvajsky,paragwajski,,,,,,,,
23206,paralela,paralela,,,,,,,,
23207,paraleľny,paralelny,,,,,,,,
29848,paraliza,paraliż,,,,,,,,
16790,paralizovati,paraliżować,,,,,,,,
35933,parametr,parametr,,,,,,,,
29849,parapet,parapet,,,,,,,,
4066,parašut,spadochron,,,,,,,,
29851,parašutist,spadochroniarz,,,,,,,,
23773,paravan,parawan,,,,,,,,
1820,parazit,pasożyt,,,,,,,,
29855,parazitizm,pasożytnictwo,,,,,,,,
29856,parazitny,pasożytniczy,,,,,,,,
29857,parazitovati,pasożytować,,,,,,,,
23876,parfum,perfum,,,,,,,,
23877,parfumovati,perfumować,,,,,,,,
36723,parfumovati sę,perfumować się,,,,,,,,
29859,pariti,"parować, parzyć, gotować na parze",,,,,,,,
18201,Pariž,Paryż,,,,,,,,
4906,parižsky,paryski,,,,,,,,
32408,park,park,,,,,,,,
32409,parkovati,"parkować, zaparkować",,,,,,,,
32410,parkovati sę,"parkować, zaparkować",,,,,,,,
32411,parkovišče,parking,,,,,,,,
1185,parlament,parlament,,,,,,,,
35061,parlamentarny,parlamentarny,,,,,,,,
23635,parna mašina,maszyna parowa,,,,,,,,
33231,parno čislo,"cyfra parzysta, liczba parzysta",,,,,,,,
29861,parny,parzysty,,,,,,,,
29863,parny,parowy,,,,,,,,
36702,parny valec,walec parowy,,,,,,,,
35218,parodija,parodia,,,,,,,,
35422,parohija,parafia,,,,,,,,
10456,parola,hasło,,,,,,,,
22413,parovoz,"parowóz, lokomotywa",,,,,,,,
32036,paršivy,"parszywy, wyliniały",,,,,,,,
17000,particip,imiesłów,,,,,,,,
2994,partija,partia,,,,,,,,
23452,partitura,partytura,,,,,,,,
2911,partner,partner,,,,,,,,
36090,partnerka,partnerka,,,,,,,,
5161,partnerstvo,partnerstwo,,,,,,,,
18202,pas,pas,,,,,,,,
36621,pasaž,pasaż (fragment),,,,,,,,
36622,pasaž,"pasaż (budynek), galeria",,,,,,,,
3005,pasažer,pasażer,,,,,,,,
2906,pasažersky,pasażerski,,,,,,,,
36710,pasians,pasjans,,,,,,,,
2400,pasivny,pasywny,,,,,,,,
5264,pasport,paszport,,,,,,,,
20972,pasť,pułapka,,,,,,,,
5015,pasti,"paść, upaść, padnąć",,,,,,,,
5017,pasti,"paść (np. świnie), wypasać",,,,,,,,
32945,pasti sę,paść się,,,,,,,,
20975,pastuh,"pasterz, pastuch",,,,,,,,
20978,pastva,"gromada, tłum, kongregacja",,,,,,,,
20979,pastvišče,pastwisko,,,,,,,,
20980,pastyŕ,pastor,,,,,,,,
20981,pastyŕ,"pasterz, pastuch",,,,,,,,
36302,pat,pat,,,,,,,,
23769,patent,patent,,,,,,,,
35680,patriarh,patriarcha,,,,,,,,
35681,patriarhat,patriarchat,,,,,,,,
35461,patriot,patriota,,,,,,,,
35462,patriotičny,patriotyczny,,,,,,,,
35463,patriotizm,patriotyzm,,,,,,,,
20015,patronizovati,obejmować patronat,,,,,,,,
10465,pauza,"pauza, przerwa",,,,,,,,
10466,pauzovati,"pauzować, robić przerwę",,,,,,,,
33651,pav,paw,,,,,,,,
23097,pavian,pawian,,,,,,,,
10467,pavųčina,pajęczyna,,,,,,,,
10469,pavųčıja niť,pajęcza nić,,,,,,,,
431,pavųk,pająk,,,,,,,,
1697,pazduha,"pazucha, zanadrze",,,,,,,,
35316,pazigrafija,pasygrafia,,,,,,,,
2842,pčela,pszczoła,,,,,,,,
29868,pčelaŕ,pszczelarz,,,,,,,,
36029,pčelaŕstvo,pszczelarstwo,,,,,,,,
29869,pčeliny,pszczeli,,,,,,,,
29871,pčelıji,pszczeli,,,,,,,,
29870,pčeľnik,pasieka,,,,,,,,
20983,peć,"piec, piekarnik",,,,,,,,
14829,pečenj,wątroba,,,,,,,,
278,pečęť,"pieczątka, stempel, plomba",,,,,,,,
23616,pečętaŕ,drukarz,,,,,,,,
23609,pečętaŕstvo,druk,,,,,,,,
2358,pečętati,drukować,,,,,,,,
18203,pečivo,pieczywo,,,,,,,,
23604,pedagog,pedagog,,,,,,,,
23605,pedagogičny,pedagogiczny,,,,,,,,
23603,pedagogika,pedagogika,,,,,,,,
753,pedofil,pedofil,,,,,,,,
1539,pěga,pieg,,,,,,,,
2375,pěgavy,piegowaty,,,,,,,,
29872,pěhota,piechota,,,,,,,,
20985,pekaŕ,piekarz,,,,,,,,
20986,pekarnja,piekarnia,,,,,,,,
29873,pekľny,piekielny,,,,,,,,
29874,peklo,piekło,,,,,,,,
2840,pekti,piec,,,,,,,,
20989,pekti sę,"piec się, opiekać się",,,,,,,,
2277,pelena,"pielucha, pieluszka",,,,,,,,
36235,pelerina,peleryna,,,,,,,,
16796,pelikan,pelikan,,,,,,,,
2256,pelun,bylica (gatunek),,,,,,,,
32470,pemza,pumeks,,,,,,,,
869,pěna,piana,,,,,,,,
2187,pendžabsky,pendżabski,,,,,,,,
14589,pěnęz,pieniądz,,,,,,,,
10488,pěnęžny,pieniężny,,,,,,,,
4417,pěnęzy,pieniądze,,,,,,,,
16046,penis,"penis, prącie",,,,,,,,
16047,penisovy,penisowy,,,,,,,,
1717,pènj,pień,,,,,,,,
36375,pěnna kųpělj,kąpiel z bąbelkami,,,,,,,,
4847,pensija,emerytura,,,,,,,,
16049,pensijny,emerytalny,,,,,,,,
16050,pensijny fond,fundusz emerytalny,,,,,,,,
2833,pensioner,emeryt,,,,,,,,
2832,pepel,popiół,,,,,,,,
10490,pepelavy,popielaty,,,,,,,,
34855,pepelisty,popielaty,,,,,,,,
36745,pepeľnik,popielniczka,,,,,,,,
3136,peprèc,"pieprz, papryka",,,,,,,,
29879,percepcija,percepcja,,,,,,,,
17001,perfekt,czas przeszły dokonany,,,,,,,,
36033,perforator,"dziurkacz, perforator",,,,,,,,
32613,pergament,pergamin,,,,,,,,
32097,periferija,peryferia,,,,,,,,
32098,periferijny,peryferyjny,,,,,,,,
16052,period,period,,,,,,,,
35811,periodičny,okresowy,,,,,,,,
4787,perkusija,perkusja,,,,,,,,
23289,perla,perła,,,,,,,,
36177,perlovo proso,"rozplenica perłowa, rosplenica perłowa",,,,,,,,
2336,pero,pióro,,,,,,,,
3994,pero,długopis,,,,,,,,
10496,perovy,piórowy,,,,,,,,
35900,Persija,Persja,,,,,,,,
35902,persijèc,Pers,,,,,,,,
35901,persijsky,perski,,,,,,,,
2343,personal,personel,,,,,,,,
29883,personaľny,"personalny, indywidualny, osobisty",,,,,,,,
17002,personaľny zaimennik,zaimek osobowy,,,,,,,,
23079,personaž,"charakter, postać",,,,,,,,
36185,personifikacija,personifikacja,,,,,,,,
4294,perspektiva,perspektywa,,,,,,,,
10498,Peru,Peru,,,,,,,,
10499,Peruanèc,Peruwianin,,,,,,,,
14830,Peruansky,Peruwiański,,,,,,,,
10500,Perun,Perun,,,,,,,,
14831,perun,piorun,,,,,,,,
4318,perverzija,perwersja,,,,,,,,
4320,perverznik,zboczeniec,,,,,,,,
10503,perverzno,perwersyjnie,,,,,,,,
4319,perverznosť,perwersja,,,,,,,,
4317,perverzny,"perwersyjny, zboczony",,,,,,,,
2345,pès,pies,,,,,,,,
18208,pěšak,pionek (szachy),,,,,,,,
659,pěše,pieszo,,,,,,,,
236,"pěšehod, pěšehodèc",pieszy,,,,,,,,
5750,pěsennik,autor piosenek,,,,,,,,
1079,pěši,pieszy,,,,,,,,
6030,pesimist,pesymista,,,,,,,,
6028,pesimističny,pesymistyczny,,,,,,,,
6029,pesimizm,pesymizm,,,,,,,,
2344,pěsnja,"pieśń, piosenka",,,,,,,,
18207,pěsòčna burja,burza piaskowa,,,,,,,,
29886,pěsòčny,piaskowy,,,,,,,,
426,pěsòk,piasek,,,,,,,,
1962,pęsť,pięść,,,,,,,,
36248,pesticid,pestycyd,,,,,,,,
615,pèstry,"rozmaity, różnorodny",,,,,,,,
908,pęť,pięć,,,,,,,,
44,pęta,pięta,,,,,,,,
2176,pęťdesęt,pięćdziesiąt,,,,,,,,
32329,pęťdesętničsky,związany z Pięćdziesiątnicą,,,,,,,,
23687,pęťdesęty,pięćdziesiąty,,,,,,,,
16455,pęteraky,pięcioraki,,,,,,,,
16428,pęterčęta,pięcioraczki,,,,,,,,
34564,pęterka,"piątka, grupa pięciu",,,,,,,,
16443,pęterny,pięciokrotny,,,,,,,,
16432,pętero,pięcioro,,,,,,,,
35848,peticija,petycja,,,,,,,,
10535,pętikųtnik,pięciokąt,,,,,,,,
10533,pętina,jedna piąta,,,,,,,,
10534,pętivųgòľnik,pięciokąt,,,,,,,,
16459,pętka,piątka,,,,,,,,
2368,pętnadsęť,piętnaście,,,,,,,,
23683,pętnadsęty,piętnasty,,,,,,,,
35541,pętno,plama,,,,,,,,
474,pętòk,piątek,,,,,,,,
2279,"pęťsòt, pęťsto",pięćset,,,,,,,,
1876,pęty,piąty,,,,,,,,
10537,pěvanıje,śpiewanie,,,,,,,,
1469,pěvatelj,śpiewak,,,,,,,,
237,pěvati,śpiewać,,,,,,,,
32905,phati,pchać,,,,,,,,
32924,phati sę do/za,dążyć do,,,,,,,,
32907,phnųti,pchnąć,,,,,,,,
32491,pianist,pianista,,,,,,,,
32492,pianistka,pianistka,,,,,,,,
5825,pica,pizza,,,,,,,,
20016,pidžin,pidżyn,,,,,,,,
36367,piedestal,piedestał,,,,,,,,
34969,pigment,pigment,,,,,,,,
23278,pijanica,"pijak, pijus",,,,,,,,
35728,pijanstvo,pijaństwo,,,,,,,,
14834,pijany,pijany,,,,,,,,
388,pijavica,pijawka,,,,,,,,
10591,pijemy,pitny,,,,,,,,
35588,pikantny,pikantny,,,,,,,,
15437,pikirovanıje,nurkowanie,,,,,,,,
10547,pikirovati,"nurkować, pikować",,,,,,,,
15436,pikirovka,pikowanie,,,,,,,,
15439,pikirovnica,nurek (kobieta),,,,,,,,
10549,pikirovnik,nurek (mężczyzna),,,,,,,,
23423,piknik,piknik,,,,,,,,
32223,piky,piki (karty),,,,,,,,
2222,pila,piła,,,,,,,,
34282,pilina,"trociny, trocina",,,,,,,,
34281,piliti,piłować,,,,,,,,
16305,pilot,pilot,,,,,,,,
33408,pilulka,"pigułka, tabletka",,,,,,,,
20990,pinati,"rozciągać, napinać",,,,,,,,
32769,ping-pong,ping pong,,,,,,,,
20586,pingvin,pingwin,,,,,,,,
6287,pion,pionek,,,,,,,,
3262,pioner,pionier,,,,,,,,
10554,pir,uczta,,,,,,,,
10555,piramida,piramida,,,,,,,,
10556,piramidovy,piramidalny,,,,,,,,
1959,pirat,pirat,,,,,,,,
32456,piratstvo,piractwo,,,,,,,,
10558,piroman,piroman,,,,,,,,
10560,piromaničny,piromański,,,,,,,,
10559,piromanija,piromania,,,,,,,,
10562,pirotehničny,pirotechniczny,,,,,,,,
10563,pirotehničny sklad,magazyn pirotechniczny,,,,,,,,
10564,pirotehnik,pirotechnik,,,,,,,,
10561,pirotehnika,pirotechnika,,,,,,,,
10565,pirovati,ucztować,,,,,,,,
20992,pisaľny stol,biurko,,,,,,,,
10568,pisanıje,pisanie,,,,,,,,
3939,pisatelj,pisarz,,,,,,,,
141,pisati,pisać,,,,,,,,
14838,pišati,"siusiać, sikać",,,,,,,,
15680,pisati nanovo,pisać ponownie,,,,,,,,
5684,piščěti,"piszczeć, skrzypieć",,,,,,,,
18209,pišęća mašina,maszyna do pisania,,,,,,,,
18210,pišęći stroj,maszyna do pisania,,,,,,,,
5984,pisemny,pisemny,,,,,,,,
1147,piskati,"piszczeć, skrzypieć",,,,,,,,
20993,piśmę,litera,,,,,,,,
2988,piśmennosť,pismo (system pisania),,,,,,,,
23119,piśmennosť,"piśmienność, alfabetyzm",,,,,,,,
3002,piśmo,list,,,,,,,,
20995,piśmo,"pismo, system pisma",,,,,,,,
5981,pistacija,pistacja,,,,,,,,
2087,pistolet,pistolet,,,,,,,,
10580,pistoľnik,"rewolwerowiec, bandyta uzbrojony w pistolet",,,,,,,,
1973,piti,pić,,,,,,,,
10590,pitna voda,woda pitna,,,,,,,,
4181,pitny,pitny,,,,,,,,
35494,pivnica,"piwiarnia, knajpa",,,,,,,,
35495,pivnica,piwnica,,,,,,,,
2067,pivo,piwo,,,,,,,,
35730,pivovar,browarnik,,,,,,,,
35729,pivovarnja,browar,,,,,,,,
35731,pivovarsky,piwowarski,,,,,,,,
10598,pižama,piżama,,,,,,,,
29902,pizda,"pizda, cipka",,,,,,,,
3210,plač,"płacz, łkanie",,,,,,,,
10601,plačlivy,płaczliwy,,,,,,,,
35219,plagiat,plagiat,,,,,,,,
2261,plakat,"plakat, afisz",,,,,,,,
2177,plakati,"płakać, łkać",,,,,,,,
35543,pľama,plama,,,,,,,,
380,plåmenj,płomień,,,,,,,,
2872,plan,plan,,,,,,,,
581,planeta,planeta,,,,,,,,
36624,plankton,plankton,,,,,,,,
650,planovati,planować,,,,,,,,
29904,planšet,plansza,,,,,,,,
2378,plašč,"kurtka, płaszcz, peleryna",,,,,,,,
2373,plast,warstwa,,,,,,,,
36925,plastelin,plastelina,,,,,,,,
18211,plastičny,plastyczny,,,,,,,,
18212,plastik,plastik,,,,,,,,
18213,plastikovy,plastikowy,,,,,,,,
4276,plata,"płaca, honorarium",,,,,,,,
10615,plaťba,podatek,,,,,,,,
10617,plaťbovy,podatkowy,,,,,,,,
10616,plaťby,podatki,,,,,,,,
3800,platform,"peron, platforma",,,,,,,,
22632,platina,platyna,,,,,,,,
10619,platitelj,płatnik,,,,,,,,
2114,platiti,płacić,,,,,,,,
94,plåtno,"płótno, brezent",,,,,,,,
10625,plavanıje,pływanie,,,,,,,,
20997,plavati,pływać,,,,,,,,
20999,plavny,płynny,,,,,,,,
21001,plåvy,"płowy, blond",,,,,,,,
5196,plaž,plaża,,,,,,,,
36910,plebiscit,plebiscyt,,,,,,,,
16344,plemę,plemię,,,,,,,,
14841,plemenèc,"siostrzeniec, bratanek, nieć",,,,,,,,
14842,plemenica,"siostrzenica, bratanica, nieściora",,,,,,,,
23403,plen,łup,,,,,,,,
23405,pleniti,"łupić, plądrować, grabić",,,,,,,,
18223,pleskanıje,"plask, plaśnięcie, klepnięcie, klaps",,,,,,,,
18224,pleskati,"plaskać, klepać",,,,,,,,
18225,plesknųti,"plasnąć, klepnąć",,,,,,,,
2068,plěsnj,pleśń,,,,,,,,
5019,plesti,"pleść, zaplatać (włosy), robić na drutach",,,,,,,,
32092,pletenka,"warkocz, plecionka",,,,,,,,
31722,plėti,"plewić, pleć (chwasty)",,,,,,,,
36060,plėva,plewy,,,,,,,,
36061,plėvnja,stodoła,,,,,,,,
1348,pljuća,płuco,,,,,,,,
3275,pljunųti,splunąć,,,,,,,,
32509,pljuš,plusz,,,,,,,,
32510,pljuševy,pluszowy,,,,,,,,
36852,pljuskati,pluskać,,,,,,,,
36853,pljusknųti,pluskać,,,,,,,,
1105,pljuvati,pluć,,,,,,,,
14872,pŀk,pułk,,,,,,,,
1207,pŀkovnik,pułkownik,,,,,,,,
1082,pŀniti,"napełniać, wypełniać, zapełniać",,,,,,,,
3799,pŀno,"pełno, całkiem, zupełnie",,,,,,,,
10867,pŀnolětnosť,pełnoletność,,,,,,,,
21003,pŀnolětny,pełnoletni,,,,,,,,
18301,pŀnolunıje,pełnia (księżyca),,,,,,,,
10868,pŀnomoćıje,pełnomocnictwo,,,,,,,,
18302,pŀnomoćnik,pełnomocnik,,,,,,,,
3141,pŀny,pełny,,,,,,,,
1346,plod,owoc,,,,,,,,
1377,plod,płód,,,,,,,,
23024,ploditi,płodzić,,,,,,,,
23025,ploditi,zapładniać,,,,,,,,
36121,plodnosť,płodność,,,,,,,,
2402,plodny,"żyzny, urodzajny, płodny",,,,,,,,
1372,plošča,plac,,,,,,,,
5224,plosky,płaski,,,,,,,,
5223,plot,płot,,,,,,,,
1963,plòť,"cera, karnacja",,,,,,,,
34867,plòť,"ciało, skóra",,,,,,,,
1972,plug,pług,,,,,,,,
16970,plus,plus,,,,,,,,
17003,pluskvamperfekt,czas zaprzeszły,,,,,,,,
34913,pluti,płynąć (statek),,,,,,,,
22638,plutonij,pluton,,,,,,,,
10626,plyvti,płynąć (osoba),,,,,,,,
18303,pŀž,ślimak,,,,,,,,
18304,pŀzati,"pełzać, czołgać się, sunąć powoli",,,,,,,,
36045,pŀzavica,"pnącza, roślina płożąca, roślina pnąca",,,,,,,,
18306,pŀzti,"pełznąć, czołgać się, sunąć powoli",,,,,,,,
36044,pŀzųća råstlina,"pnącza, roślina płożąca, roślina pnąca",,,,,,,,
18226,pneùmonija,zapalenie płuc,,,,,,,,
21009,pnųti,"rozciągnąć, napiąć",,,,,,,,
2215,po,po (np. po całym kraju),,,,,,,,
4941,po,po (np. po wakacjach),,,,,,,,
4942,po,po (np. po szyję),,,,,,,,
4943,po,po (np. iść po chleb),,,,,,,,
10642,po,według,,,,,,,,
10644,po,"po (np. po drodze), wzdłuż",,,,,,,,
10645,po,po (np. po raz drugi),,,,,,,,
10647,po,po (np. każdemu po dwa),,,,,,,,
36703,po mojemu mněńju,moim zdaniem,,,,,,,,
10648,po mojemu skromnomu mněnıju,moim skromnym zdaniem,,,,,,,,
18227,po odnošenıju k,"w odniesieniu do, odnosząc się do",,,,,,,,
35696,po pričině,z powodu,,,,,,,,
36147,po slučaju,"z okazji, z powodu",,,,,,,,
36233,po strělkě časovnika,zgodnie z ruchem wskazówek zegara,,,,,,,,
36271,po svaťbě povęzany,"powinowaty, spowinowacony",,,,,,,,
10655,poběda,zwycięstwo,,,,,,,,
18229,poběđati,"zwyciężać, tryumfować, podbijać (np. kraj)",,,,,,,,
34982,poběditelj,zwyciężca,,,,,,,,
18232,poběditi,"zwyciężyć, podbić (np. kraj)",,,,,,,,
35862,poběgti,pobiec,,,,,,,,
4050,pobiti,pobić,,,,,,,,
10652,pobitıje,pobicie,,,,,,,,
10653,pobity,pobity,,,,,,,,
35143,poblågodariti,podziękować,,,,,,,,
36892,poblågoželati,pogratulować,,,,,,,,
20018,poblåžlivosť,pobłażliwość,,,,,,,,
20019,poblåžlivy,pobłażliwy,,,,,,,,
10656,pobližno,w pobliżu,,,,,,,,
103,pobrėžny,przybrzeżny,,,,,,,,
580,pobuđati,"pobudzać, zachęcać, wzbudzać, stymulować, podniecać",,,,,,,,
18233,pobuđenıje,"stymulacja, pobudzenie, podniecenie",,,,,,,,
2159,pobuditi,"pobudzić, zachęcić, wzbudzić, podniecić",,,,,,,,
4549,pobytıje,pobyt,,,,,,,,
1085,počěkati,poczekać,,,,,,,,
112,pocělovati,pocałować,,,,,,,,
1129,pocělunòk,pocałunek,,,,,,,,
10668,pocěluvka,pocałunek,,,,,,,,
1078,počęti,"zacząć, rozpocząć",,,,,,,,
22788,počęti sę,"zacząć się, rozpocząć się",,,,,,,,
10672,počętıje,początek,,,,,,,,
10669,počętkovo,początkowo,,,,,,,,
10670,počętkovy,początkowy,,,,,,,,
20021,počętkujųći,początkujący,,,,,,,,
35335,počętkujųći,początkujący,,,,,,,,
1077,počętòk,początek,,,,,,,,
18234,počin,inicjatywa,,,,,,,,
2835,počinati,"zaczynać, rozpoczynać",,,,,,,,
10675,počinati sę,"zaczynać się, rozpoczynać się",,,,,,,,
23889,počŕveněti,"zarumienić, poczerwienić, zaczerwienić",,,,,,,,
29916,počutıje,"uczucie, poczucie, wrażenie",,,,,,,,
3134,počva,gleba,,,,,,,,
737,pod,pod,,,,,,,,
4933,pod,pod,,,,,,,,
10678,pod nakazom,"pod rozkazami, pod nakazem",,,,,,,,
10679,pod voditeljstvom,"pod przewodnictwem, pod rozkazami",,,,,,,,
10681,pod vodstvom,"pod przewodnictwem, pod rozkazami",,,,,,,,
35393,podanıje,"złożenie, przedłożenie",,,,,,,,
18235,podanòk,podatek,,,,,,,,
4323,podariti,podarować,,,,,,,,
5580,podaròk,"podarek, prezent",,,,,,,,
5160,podati,podać,,,,,,,,
18238,podavatelj,"podający, dawca",,,,,,,,
5159,podavati,podawać,,,,,,,,
18243,podavati parų prikladov,podawać parę przykładów,,,,,,,,
35887,podbirati,podnosić,,,,,,,,
1448,podbrådòk,podbródek,,,,,,,,
35888,podbrati,podnieść,,,,,,,,
1626,podčas,"podczas, w czasie",,,,,,,,
2053,podčŕkati,podkreślać,,,,,,,,
2837,podčŕknųti,podkreślić,,,,,,,,
4085,poddanıje,kapitulacja,,,,,,,,
18244,poddany,poddany (kogoś),,,,,,,,
36428,poddati,poddać,,,,,,,,
4084,poddati sę,"poddać się, skapitulować",,,,,,,,
10693,poddavajemosť,podatność,,,,,,,,
10694,poddavajemy,podatny,,,,,,,,
10697,poddavati,poddawać,,,,,,,,
4083,poddavati sę,"poddawać się, kapitulować",,,,,,,,
856,poddŕžati,"podtrzymać, poprzeć, wesprzeć",,,,,,,,
10699,poddŕživanıje,"poparcie, alimenty",,,,,,,,
1951,poddŕživati,"podtrzymywać, popierać, wspierać",,,,,,,,
36400,poddŕžka,"konserwacja, obsługa, serwis",,,,,,,,
5575,podękovati,podziękować,,,,,,,,
1952,poděl,"udział, część",,,,,,,,
2241,poděliti,podzielić,,,,,,,,
36011,poděliti sę,"podzielić się, udostępnić (np. Facebook)",,,,,,,,
18249,poděti sę,podziać się,,,,,,,,
18251,poděvati sę,podziewać się,,,,,,,,
18253,podglåvnica,poduszka,,,,,,,,
16306,podględ,podgląd,,,,,,,,
5385,podględati,"podglądać, zerkać, patrzeć kątem oka, rzucać okiem",,,,,,,,
5387,podględěti,"podglądnąć, zerknąć, spojrzeć kątem oka, rzucić okiem",,,,,,,,
36558,podgoŕje,podgórze,,,,,,,,
18254,podgovarjati,"podmawiać, namawiać, podżegać",,,,,,,,
18255,podgovoriti,"podmówić, namówić",,,,,,,,
23892,podgrěti,podgrzać,,,,,,,,
23893,podgrěvati,podgrzewać,,,,,,,,
20022,podgrupa,podgrupa,,,,,,,,
18256,podhod,podejście,,,,,,,,
18257,podhoditi,odpowiadać (np. gustem),,,,,,,,
18259,podhoditi k,podchodzić (d),,,,,,,,
34766,podidti k,podejść (do),,,,,,,,
5176,podimati,podejmować,,,,,,,,
23241,podium,podium,,,,,,,,
5177,podjęti,podjąć,,,,,,,,
20595,podkategorija,podkategoria,,,,,,,,
35535,podkazka,aluzja,,,,,,,,
11099,podklad,tło,,,,,,,,
32682,podkladati,podkładać,,,,,,,,
36898,podključati,"dołączać, przyłączać, podłączać",,,,,,,,
36904,podključati sę,"dołączać się, przyłączać się, podłączać się, przystąpać",,,,,,,,
36895,podključiti,"dołączyć, przyłączyć, podłączyć",,,,,,,,
36901,podključiti sę,"dołączyć się, przyłączyć się, podłączyć się, przystąpić",,,,,,,,
453,podkopati,podkopać,,,,,,,,
2199,podkopyvati,podkopywać,,,,,,,,
36826,podkova,podkowa,,,,,,,,
32095,podkovati,podkuć,,,,,,,,
26778,podkovyvati,podkuwać,,,,,,,,
20024,podkrěpiti,"potwierdzić, wzmocnić",,,,,,,,
20025,podkrěpjati,"potwierdzać, wzmacniać",,,,,,,,
36595,podkryvje,poddasze,,,,,,,,
5791,podkup,"przekupstwo, łapownictwo, łapówka, wziątka",,,,,,,,
10724,podkupiti,przekupić,,,,,,,,
10723,podkupovati,przekupywać,,,,,,,,
10725,podkupstvo,"przekupstwo, łapownictwo",,,,,,,,
32683,podlagati,podkładać,,,,,,,,
18260,podle,"przy, obok",,,,,,,,
15446,podlèc,drań,,,,,,,,
20596,podležati,podlegać,,,,,,,,
10739,podŀg,według,,,,,,,,
4493,podliti,podlać,,,,,,,,
4492,podlivati,podlewać,,,,,,,,
20598,podlivka,sos,,,,,,,,
1115,podloga,podłoga,,,,,,,,
20600,podloga,"podkład, podstawa, fundament",,,,,,,,
32684,podložiti,podłożyć,,,,,,,,
36244,podložka,podkładka,,,,,,,,
36245,podložka dlja myši,podkładka pod mysz,,,,,,,,
18262,podly,podły,,,,,,,,
20603,podměniti,troszeczkę zmienić,,,,,,,,
20602,podměnjati,troszeczkę zmieniać,,,,,,,,
20027,podmet,podmiot,,,,,,,,
36456,podmnožstvo,podzbiór,,,,,,,,
34631,podmoŕsky,podmorski,,,,,,,,
33718,podnapisy,napisy (w filmie),,,,,,,,
18264,podnebıje,klimat,,,,,,,,
33560,podnebıje,podniebienie,,,,,,,,
18265,podnebne izměny,zmiany klimatu,,,,,,,,
18266,podnebny,klimatyczny,,,,,,,,
20604,podnos,"taca, tacka",,,,,,,,
18267,podnožišče,nadir,,,,,,,,
10729,podnurjati,"zatapiać, zalewać, zanurzać",,,,,,,,
14850,podoba,"podobieństwo, wygląd, obraz",,,,,,,,
14851,podoba,sposób,,,,,,,,
18268,podobati sę,podobać się,,,,,,,,
2404,podobno,podobnie,,,,,,,,
3866,podobnosť,podobieństwo,,,,,,,,
1718,podobny,podobny,,,,,,,,
33514,pododděl,"pododdział, podsekcja",,,,,,,,
36534,podȯjdti,odpowiedzieć (np. gustem),,,,,,,,
34920,podokònnik,parapet,,,,,,,,
